,name,department,rating,total_ratings,would take again,difficulty
449,Timothy Moore,Classics,3.5,1 ratings,N/A,5
450,Samuel Workman,Government,3.6,20 ratings,100%,3.3
451,Kyung Park,Languages,5,6 ratings,100%,1.2
452,Christina Garcia,Ethnic Studies,4,2 ratings,N/A,2.5
453,Dan Davis,Classics,0,0 ratings,N/A,0
454,Billy Wood,Engineering,4.8,20 ratings,100%,1.5
455,Donald Aynesworth,French & Italian,5,1 ratings,N/A,4
456,Carlos Ovalle,Information Science,5,1 ratings,N/A,1
457,Dacy Breana,Education,0,0 ratings,N/A,0
458,Breana Dacy,Education,0,0 ratings,N/A,0
459,Rachel Mazique,English,4.5,4 ratings,N/A,3.8
460,Lifschitz Valdimir,Computer Science,2.9,7 ratings,0%,2.9
461,Samuel Baker,English,3,4 ratings,60%,3
462,Andreana Haley,Psychology,4,6 ratings,100%,3.3
463,Cassidy Browning,Theater,4.8,6 ratings,N/A,1.3
464,Mary McAnelly,Biology,2.5,10 ratings,N/A,3
465,Jamie Aprile,Classics,3,29 ratings,0%,3.5
466,Miryung Kim,Engineering,2.5,4 ratings,N/A,3.8
467,Sean Cashbaugh,English,4.5,2 ratings,N/A,3
468,Hugh Cleve Wiese,English,4.7,3 ratings,N/A,1.7
469,Andrew Howard,Languages,4.5,1 ratings,N/A,5
470,Stephanie Somersille,Mathematics,2,6 ratings,N/A,3.8
471,Tania Camacho,Music,1.2,5 ratings,N/A,4.2
472,Jane Arledge,Mathematics,4.6,18 ratings,100%,2.6
473,Elizabeth Garcia,Spanish & Portuguese,2,1 ratings,N/A,4
474,Steve Takata,Biology,3.7,14 ratings,N/A,3.5
475,Sacha Kopp,Physics,4.3,2 ratings,N/A,3.5
476,Karen Chilstrom,Languages,4.3,2 ratings,N/A,2
477,Dustin Stewart,English,3,1 ratings,N/A,3
478,Katherine Arens,Women's Studies,3.8,9 ratings,100%,2.3
479,Franklin Bronson,Biology,2.9,4 ratings,N/A,3
480,Matthew Schmerer,Biology,2,3 ratings,N/A,4
481,William Hurst,Government,4,1 ratings,N/A,5
482,Angela Frederick,Sociology,4.8,2 ratings,N/A,2.5
483,Adam Hughes,Mathematics,4.8,2 ratings,N/A,2
484,Magnus Philip,Chemistry,2.5,2 ratings,N/A,3
485,Virginia Garrard Burnett,History,5,1 ratings,N/A,3
486,Ariane Beck,Engineering,4.5,1 ratings,N/A,3
487,Matthew Rabatin,French & Italian,5,1 ratings,N/A,3
488,Linda Henderson,Art History,4.6,20 ratings,85%,1.9
489,Michael Granof,Accounting,0,0 ratings,N/A,0
490,Malcolm Keating,Philosophy,4,3 ratings,N/A,3.3
491,Thomas Tweed,Religion,4.3,5 ratings,N/A,1.2
492,Lucinda Atkinson,Advertising,4.3,17 ratings,67%,2.2
493,Vanessa Williams,Chemistry,0,0 ratings,N/A,0
494,Evelyn Clingerman,Nursing,4.5,1 ratings,N/A,2
495,Nancy Daley,Psychology,3.9,13 ratings,100%,2.2
496,Robert MacK,Physical Education,1.5,1 ratings,N/A,5
497,Richard Kublik,Engineering,0,0 ratings,N/A,0
498,Angela Finley,Psychology,4,3 ratings,N/A,3
499,Chris Ortiz&prentice,English,0,0 ratings,N/A,0
500,Nola Cottom,Nursing,0,0 ratings,N/A,0
501,James Sidbury,History,0,0 ratings,N/A,0
502,Katy Branch,French & Italian,0,0 ratings,N/A,0
503,David Beaver,Linguistics,3.7,9 ratings,75%,3.4
504,Beryl Simpson,Biology,0,0 ratings,N/A,0
505,Karin Wilkins,Communication,5,4 ratings,N/A,3
506,Susan Heinzelman,English,4,4 ratings,N/A,3.5
507,Berrie O'Neal,Management,0,0 ratings,N/A,0
508,Gamze Erturk,Communication,0,0 ratings,N/A,0
509,Stephanie Dailey,Communication,4.6,4 ratings,N/A,4.5
510,Allyne Rogers,Classics,0,0 ratings,N/A,0
511,Shel Swenson,Mathematics,3.5,2 ratings,N/A,3.5
512,Itzia Oscos,Education,0,0 ratings,N/A,0
513,Landon Trent,History,4.8,3 ratings,N/A,3.3
514,Nicola Davies,Biology,3.2,11 ratings,100%,4.1
515,Laine Perez,English,4.5,2 ratings,N/A,2.5
516,Willy Fischler,Physics,3.7,14 ratings,88%,3.1
517,Deborah Little,Education,5,1 ratings,N/A,1
518,Haran Boral,Computer Science,3,1 ratings,N/A,4
519,W Gardener,Geology,0,0 ratings,N/A,0
520,Matthew Flynn,Sociology,2.2,3 ratings,N/A,3.7
521,Dimitrii Makarov,Chemistry,4.3,2 ratings,100%,1
522,Unmil Karadkar,Information Science,3.5,1 ratings,N/A,3
523,Paul Ritter,Not Specified,4.5,1 ratings,N/A,1
524,Krishnaswa Ravi-Chandar,Engineering,2.9,20 ratings,58%,3.7
525,Nikiko Masumoto,Fine Arts,4.5,1 ratings,N/A,2
526,Umut Dur,Economics,0,0 ratings,N/A,0
527,Erika Borden,Biology,3.6,18 ratings,0%,3.6
528,Michael French,Spanish & Portuguese,5,1 ratings,N/A,1
529,Sarah Dodson-Robinson,Astronomy,3.2,5 ratings,N/A,4.2
530,Hafeez Jamali,Anthropology,3.8,3 ratings,N/A,2.7
531,Aaron Hufty,Fine Arts,5,1 ratings,N/A,1
532,Adam Coon,Spanish & Portuguese,5,1 ratings,N/A,2
533,Gererd Brunick,Mathematics,4.8,2 ratings,N/A,2.5
534,Jeannette Okur,Languages,4.6,7 ratings,100%,4.2
535,Szu-Chi Huang,Marketing,3.5,1 ratings,N/A,3
536,Anna Bjurman-Pautz,Philosophy,2.5,9 ratings,N/A,3.2
537,Matthew Gildner,History,4.8,2 ratings,N/A,3.5
538,Vincent Cicchirillo,Advertising,4.3,16 ratings,100%,2.1
539,Robert Clark,Physics,1,1 ratings,N/A,5
540,Katelyn Wood,Theater,4.5,1 ratings,N/A,2
541,Brett Milburn,Mathematics,1.7,3 ratings,N/A,4.3
542,Jerry Brand,Biology,3.3,12 ratings,N/A,3.3
543,Mary Hines,Biology,2.1,41 ratings,20%,4.5
544,Patricia Arnold,Business,3,1 ratings,N/A,2
545,Adnan Aziz,Engineering,2.8,3 ratings,N/A,2
546,Sven Kroener,Not Specified,4.5,1 ratings,N/A,3
547,Scott Kanoff,Theater,4.5,1 ratings,N/A,3
548,Snehal Shingavi,English,2.9,9 ratings,40%,3
549,Diane Tyler,Nursing,0,0 ratings,N/A,0
550,Nicholas Gaylord,Linguistics,3.8,3 ratings,N/A,2.3
551,Charles Oughton,Classics,0,0 ratings,N/A,0
552,Stuart Davis,Film,5,1 ratings,N/A,1
553,Richard Quy,Chemistry,2.5,4 ratings,N/A,3.8
554,Sarah Wagner,Linguistics,5,3 ratings,N/A,3
555,Karen Akre,Biology,1.7,3 ratings,N/A,4.3
556,Luke Winslow,Communication,4.5,2 ratings,N/A,3
557,Rong FU,Science,4.5,1 ratings,N/A,1
558,Lazarus Pomara,Geography,2,1 ratings,N/A,3
559,Anne-Victoire Kountz,French & Italian,4.8,4 ratings,N/A,3.5
560,Lorenzo Candelaria,Music,5,6 ratings,100%,1
561,Nora Berenstain,Philosophy,4.2,7 ratings,100%,3.6
562,Olena Bormashenko,Mathematics,3.5,4 ratings,N/A,3.8
563,Tinsley Oden,Engineering,0,0 ratings,N/A,0
564,John Fondon,Biology,2.8,2 ratings,N/A,4.5
565,Brenda Berkelaar,Communication,2.8,5 ratings,100%,4.2
566,Thomas Adams Laborde,Languages,4.5,1 ratings,N/A,4
567,Owen Hofmann,Computer Science,0,0 ratings,N/A,0
568,Terri Holbrook,Accounting,4.7,3 ratings,50%,4.3
569,SI Yoon,Physical Education,5,1 ratings,N/A,1
570,Romeo Hinajosa Smith,English,3.5,2 ratings,N/A,5
571,Rafael Salaberry,Spanish & Portuguese,0,0 ratings,N/A,0
572,Elizabeth Englehardt,Not Specified,2,1 ratings,N/A,5
573,Allie De Beer,Not Specified,5,1 ratings,N/A,2
574,Abraham Zilkha,Middle Eastern Studies,0,0 ratings,N/A,0
575,Ekin Ozman,Mathematics,4.2,6 ratings,N/A,3
576,Fritz Hensey,Spanish & Portuguese,0,0 ratings,N/A,0
577,Diana Pulido,Education,0,0 ratings,N/A,0
578,Neal Daugherty,Fine Arts,4.7,7 ratings,100%,2
579,Leslie Mutchler,Fine Arts,4.9,5 ratings,100%,2.6
580,Thelma Coles,Fine Arts,0,0 ratings,N/A,0
581,Troy Brauntuch,Fine Arts,1.4,4 ratings,25%,3
582,Margo Sawyer,Fine Arts,2.7,5 ratings,34%,2.2
583,Jason Leubner,English,0,0 ratings,N/A,0
584,Jack Ritchie,Physics,2.1,4 ratings,N/A,3.3
585,Arturo Arias,Spanish & Portuguese,1.5,3 ratings,N/A,4
586,Ji Eun Lee,Psychology,5,1 ratings,N/A,1
587,Teague Heather,Anthropology,1.3,2 ratings,N/A,3.5
588,Miguel Ferguson,Social Work,4.7,5 ratings,100%,2.4
589,Christine Schmidt,Engineering,0,0 ratings,N/A,0
590,Cagri Karakurt,Mathematics,3,2 ratings,N/A,2.5
591,Donald Winget,Astronomy,3.9,30 ratings,72%,2.7
592,Kristine Hopkins,Sociology,4.5,4 ratings,N/A,3.5
593,Josh Straub,Music,3.9,4 ratings,N/A,3.3
594,Karen Engle,Law,3.8,2 ratings,N/A,3.5
595,John Zhang,Engineering,0,0 ratings,N/A,0
596,Joel Brereton,Religion,4.1,10 ratings,43%,2.8
597,Chris Sneden,Astronomy,2.7,21 ratings,24%,3.2
598,Elizabeth Danon-Leva,Marketing,0,0 ratings,N/A,0
599,Mc Neil; S. Mc Neil,Not Specified,0,0 ratings,N/A,0
600,Michael Brenner,International Studies,1.5,2 ratings,N/A,3
601,William Kalahurka,Mathematics,3.2,11 ratings,N/A,3.4
602,Nancy Prideaux,Not Specified,5,1 ratings,N/A,2
603,Sarah Zaitchik,Communication,0,0 ratings,N/A,0
604,Marjorie Foley,English,5,2 ratings,N/A,2
605,Chadee Persad,Engineering,0,0 ratings,N/A,0
606,Matt Tribbe,History,4.3,8 ratings,N/A,2.9
607,Jason Roberts,Languages,4.8,9 ratings,100%,2.6
608,Jan Musekamp,History,0,0 ratings,N/A,0
609,Mahyar Entezari,Middle Eastern Studies,0,0 ratings,N/A,0
610,Lydia Nelson,Theater,4.5,1 ratings,N/A,3
611,Kyle Schnack,Theater,5,1 ratings,N/A,1
612,Tandy Warnow,Computer Science,2.1,11 ratings,40%,3.9
613,John Dollard,Mathematics,4.1,6 ratings,N/A,3.2
614,Brant Pope,Theater,0,0 ratings,N/A,0
615,Graham McDougall,Nursing,3.5,1 ratings,N/A,1
616,Francisco Gonzalez-Lima,Psychology,2.6,9 ratings,70%,4.2
617,Raj Mukherjee,Business,4.5,1 ratings,N/A,5
618,Gail Grabson,Chemistry,0,0 ratings,N/A,0
619,Mien-Chie Hung,Not Specified,0,0 ratings,N/A,0
620,Boris Zemelman,Biology,3.8,4 ratings,100%,4
621,Lucia Osa-Melero,Spanish & Portuguese,3.7,4 ratings,100%,1.7
622,Stephanie Jue,Business,4.9,8 ratings,100%,2.4
623,Mark Smith,American Studies,4.4,7 ratings,100%,2.8
624,Courtney Robinson,Social Work,5,3 ratings,100%,1.7
625,Annika Sterzenbach,Linguistics,5,1 ratings,N/A,3
626,Jacqueline Jones,History,1.7,6 ratings,N/A,3.8
627,Ehab Hassan,Science,1,1 ratings,N/A,1
628,Catherine Duncan,Geology,2,15 ratings,N/A,4
629,Christopher Raymond,Philosophy,4,1 ratings,N/A,2
630,Patricia Stout,Advertising,2.3,4 ratings,N/A,2
631,Edgardo Latrubesse,Geography,5,1 ratings,N/A,4
632,Kory Mueller,Chemistry,5,1 ratings,N/A,4
633,Amila Becirbegovic,Languages,5,1 ratings,N/A,3
634,Luis Carcamo-Huechante,Spanish & Portuguese,4.5,1 ratings,100%,2
635,Gideon Greif,History,4.5,1 ratings,N/A,3
636,Alexander Rand,Mathematics,4.3,2 ratings,N/A,1.5
637,Herbert Berk,Physics,2.6,9 ratings,100%,3.9
638,Melissa Demos,Italian,4,1 ratings,N/A,2
639,Patricia Jolley,Education,5,1 ratings,N/A,2
640,Bobbie Sterling,Nursing,4.3,4 ratings,100%,2
641,Leslie Moore,Psychology,4.4,11 ratings,91%,2.5
642,A Naomi Paik,American Studies,4.8,2 ratings,N/A,3.5
643,Greg Rohde,Languages,0,0 ratings,N/A,0
644,John McKiernan-Gonzalez,History,4,5 ratings,N/A,1.6
645,Paula Poindexter,Journalism,4.2,5 ratings,75%,2.8
646,Bryan Jones,Government,4.1,6 ratings,100%,3.5
647,Fulvio Tonon,Engineering,2,1 ratings,N/A,4
648,Michael Mogavero,Fine Arts,4.5,2 ratings,N/A,2.5
649,John (jack) Stoney,Fine Arts,4,7 ratings,100%,2.9
650,Tom Druecker,Fine Arts,3.5,1 ratings,N/A,5
651,Matt Guthrie,Physics,0,0 ratings,N/A,0
652,John (woodshop) Cobb,Fine Arts,4,1 ratings,N/A,2
653,Richard (sculpture Rick) Mansfield,Fine Arts,0,0 ratings,N/A,0
654,John P Alexander,Mathematics,0,0 ratings,N/A,0
655,Alexander Mamonov,Mathematics,3.7,3 ratings,N/A,3.3
656,Ilyas Iyoob,Engineering,0,0 ratings,N/A,0
657,Chadi El Mohtar,Engineering,3.3,3 ratings,34%,3
658,Jung-Fu Lin,Geology,3.9,11 ratings,93%,2.8
659,Jessee Stephen,Government,0,0 ratings,50%,0
660,Natashia Lindsey,Theater,4.5,2 ratings,N/A,1.5
661,Enrico Grube,Philosophy,4.3,2 ratings,N/A,4.5
662,Claire Meadows Parrish,Spanish & Portuguese,4.8,2 ratings,100%,2.5
663,Edmund Emmer,Education,0,0 ratings,N/A,0
664,Samuel Taylor,Mathematics,5,1 ratings,N/A,5
665,Beatrice Mabrey,Italian,5,3 ratings,N/A,2.7
666,Kerri Stephens,Communication,5,4 ratings,100%,2
667,Robert Lewis,Advertising,4.3,17 ratings,67%,2.4
668,Calvin Johns,Anthropology,3.9,4 ratings,N/A,1
669,Aaron Prado,Theater,0,0 ratings,N/A,0
670,Aaron Prado,Music,0,0 ratings,N/A,0
671,Mary Beer,Social Work,5,1 ratings,N/A,2
672,John Bybee,Education,3.3,3 ratings,N/A,2.3
673,William Bargmann,Biology,4.1,6 ratings,100%,3.8
674,Amy Bryan,Women's Studies,5,3 ratings,N/A,1
675,Tuti Alawiyah,Social Work,0,0 ratings,N/A,0
676,Rusty Todd,Journalism,5,1 ratings,100%,2
677,Jeremy Smyczek,Writing,5,1 ratings,N/A,1
678,Lynsey Romo,Communication,5,1 ratings,N/A,2
679,James Staig,Spanish & Portuguese,2.5,3 ratings,0%,3.3
680,Hervé Picherit,French & Italian,4.8,4 ratings,100%,2.7
681,James Wiedner,English,0,0 ratings,N/A,0
682,Michael Raney,Advisor,4,1 ratings,100%,2
683,Christina Gutierrez,Theater,0,0 ratings,N/A,0
684,Sharon Strover,Film,3.6,9 ratings,34%,3.4
685,Amy Meeks,Psychology,4,10 ratings,100%,1.5
686,Alfred Martin,Communication,2.5,3 ratings,N/A,4.3
687,Bruce Rodenborn,Physics,3.8,2 ratings,N/A,4
688,Anna Spice,Mathematics,3.9,17 ratings,100%,3.4
689,Scott Nelson,English,4,1 ratings,N/A,4
690,Lokeilani Kaimana,Film,3.3,3 ratings,N/A,4.3
691,Stephen Davey,Philosophy,3,2 ratings,N/A,2.5
692,Michael Hillmann,Middle Eastern Studies,4.1,7 ratings,80%,2.3
693,Travis Johnson,Finance,2.9,8 ratings,43%,4
694,Fernando Charro,Mathematics,4.6,5 ratings,100%,2.8
695,David Hull,Engineering,1.5,1 ratings,N/A,5
696,Juan Colomina-Alminana,Philosophy,3,16 ratings,60%,2.1
697,Luis Gordo-Pelaez,Art History,4.5,3 ratings,N/A,3
698,Mark Metzler,History,3.8,5 ratings,50%,2.8
699,Michael Lopez,Education,3.8,4 ratings,100%,1.3
700,Randall Geller,Middle Eastern Studies,4.8,2 ratings,N/A,2.5
701,Ruramisai Charumbira,History,3.3,8 ratings,N/A,3.1
702,Sally Amen,Mathematics,4.2,7 ratings,100%,2.7
703,Glenn Frankel,Journalism,5,2 ratings,N/A,2
704,Jason Flowers,Advertising,4.7,3 ratings,N/A,1.3
705,Maria Davis,Sociology,5,2 ratings,N/A,2
706,Roja Najafimoghaddamn,Art History,4.5,1 ratings,N/A,1
707,Maley Thompson,English,4.5,2 ratings,N/A,4
708,Robert Freeman,Music,1,1 ratings,N/A,2
709,Marilyn Pattillo,Nursing,0,0 ratings,N/A,0
710,David Sena,Asian Studies,2.9,7 ratings,N/A,4.4
711,Nicole Guidotti-Hernández,American Studies,3,4 ratings,50%,3
712,Nancy Roser,Education,0,0 ratings,N/A,0
713,Mathew Sturtevant,Journalism,5,1 ratings,N/A,4
714,François Lagarde,French & Italian,0,0 ratings,N/A,0
715,Shannon McClain,Psychology,5,1 ratings,100%,3
716,Marcus Payzant,Fine Arts,5,2 ratings,N/A,1
717,Daniel Hamermech,Economics,0,0 ratings,N/A,0
718,Linda Spain,Business,0,0 ratings,N/A,0
719,Colleen Montgomery,Film,4.3,5 ratings,67%,3.4
720,Zach Childers,Linguistics,3.5,7 ratings,25%,3.9
721,Amy Guenther,Theater,4.1,4 ratings,N/A,1.5
722,Mircea Driga,Engineering,3.7,3 ratings,N/A,3.3
723,Angeline Close,Advertising,3.4,22 ratings,64%,2.8
724,Joansandy Wong,Communication,5,3 ratings,100%,2.3
725,Guihua Yu,Engineering,5,10 ratings,100%,3.3
726,Carole Taxis,Nursing,3.8,3 ratings,100%,2.3
727,Yun-Chiahn Sena,Art History,3.5,3 ratings,N/A,3.3
728,Stephanie Houghton,Economics,3.4,20 ratings,100%,3.5
729,LI Sheng,Communication,0,0 ratings,N/A,0
730,Michael O'Brien,Film,4.7,5 ratings,100%,1.6
731,Harel Shapira,Sociology,4.3,19 ratings,96%,1.8
732,Dorrel Spitzer-Hanks,Writing,4.4,3 ratings,100%,3
733,Julian Cheng,Engineering,1.5,2 ratings,N/A,4.5
734,Alex Cho,Asian Studies,5,1 ratings,N/A,1
735,Olson Suzan,Mathematics,1,2 ratings,N/A,5
736,Debra Lopez,Pharmacy,5,1 ratings,N/A,4
737,Kyle Miller,Biology,3.3,7 ratings,0%,3.4
738,Kristen Layton,Nursing,0,0 ratings,N/A,0
739,Randall Marrett,Geology,4.6,4 ratings,N/A,2.5
740,Andrew Villalon,History,3.6,5 ratings,100%,2.8
741,Suzan Olson,Mathematics,1.5,2 ratings,N/A,3.5
742,Nicole Martin,Theater,4,1 ratings,N/A,3
743,John La Claire,Biology,2,1 ratings,N/A,3
744,David Brown,Engineering,2.8,8 ratings,75%,3.4
745,Kate Green,Art History,3.8,8 ratings,50%,2.5
746,Dominique Batiste,Anthropology,5,2 ratings,N/A,4
747,Stefanie Leacock,Biology,4.1,14 ratings,0%,3.9
748,Brady Cox,Engineering,4.5,2 ratings,100%,3.5
749,Gerald Bart Pitchford,Theater,4.5,4 ratings,N/A,1.5
750,Hossein Namazi,Mathematics,2.5,3 ratings,N/A,3.3
751,Heather Buffington-Anderson,Music,5,1 ratings,N/A,1
752,Jeff Michno,Spanish & Portuguese,5,1 ratings,N/A,1
753,Arwa Sankari,Education,5,1 ratings,N/A,1
754,Kate Dawson,Journalism,5,2 ratings,100%,4.5
755,Kristin Wolfe Jensen,Music,5,3 ratings,100%,4
756,Leah Geer,Linguistics,5,2 ratings,N/A,1
757,Francisco Polidoro,Management,0,0 ratings,N/A,0
758,Mike Lock,Mathematics,3.2,7 ratings,N/A,3
759,Michael Borden,Engineering,1.5,2 ratings,N/A,4.5
760,Matt Cohen,English,5,2 ratings,100%,3
761,Gary Borich,Education,1,1 ratings,100%,5
762,Frank Cross,Law,0,0 ratings,N/A,0
763,Pedro Morales,Mathematics,3.7,24 ratings,53%,3.1
764,Beau Thorne,Film,0,0 ratings,N/A,0
765,Sean Roberts,Chemistry,4.6,8 ratings,100%,4
766,Younghun Hong,Mathematics,2.7,12 ratings,100%,3.3
767,Christen Smith,Anthropology,4.8,6 ratings,100%,2.8
768,Sterling Allen,Fine Arts,0,0 ratings,N/A,0
769,Maggie Tate,Sociology,2,3 ratings,N/A,2.7
770,Bob Buckalew-Garcia,Journalism,4.4,6 ratings,100%,2.2
771,Jeanmarie Lord,Accounting,5,1 ratings,N/A,3
772,Ahmed Ghappour,Law,5,1 ratings,N/A,2
773,Robin Benzrihem,French & Italian,3.4,14 ratings,0%,3.1
774,Jake Cowan,Writing,5,2 ratings,N/A,1.5
775,Erin Nelson,Communication,4,5 ratings,N/A,3.6
776,Jeffery Johanns,Accounting,4.4,4 ratings,50%,4.2
777,Ariel Helfer,Government,3.1,6 ratings,N/A,3.8
778,Jeremy Fortier,Government,0,0 ratings,N/A,0
779,Jennifer Lamm,Government,3.2,19 ratings,45%,2.3
780,Frank Wigham,English,3,1 ratings,0%,4
781,Daniel O'Toole,Government,3,5 ratings,N/A,3.2
782,Jason Ferrell,Psychology,4.5,8 ratings,N/A,2.9
783,Robert Cabrera,Nutrition,3.7,6 ratings,0%,3.7
784,Alexander Walthall,Classics,4.8,11 ratings,100%,2.5
785,Robert Hummer,Sociology,4,3 ratings,N/A,2
786,Wei-Na Lee,Advertising,2,6 ratings,0%,3.8
787,Chad Rea,Advertising,3.9,11 ratings,86%,3.5
788,Benjamin Wyeth,Advertising,4.6,5 ratings,N/A,1.8
789,Vijay Reddi,Engineering,3,2 ratings,0%,1
790,James Sham,Fine Arts,0,0 ratings,N/A,0
791,John Hatfield,Economics,5,1 ratings,100%,4
792,Johann Hofmann,Biology,0,0 ratings,N/A,0
793,Drew Thornley,Business,5,2 ratings,N/A,2.5
794,Sarah Frank,English,0,0 ratings,N/A,0
795,Lin Huffman,Biology,1.5,2 ratings,N/A,5
796,Mikhail Belkin,Engineering,4.2,9 ratings,88%,3.4
797,Adam Pautz,Philosophy,5,1 ratings,N/A,3
798,Gerald Hoffmann,Physics,3,1 ratings,N/A,3
799,Craig Campbell,Anthropology,3.6,10 ratings,45%,3.2
800,Clémence Ozel,French Italian,5,4 ratings,100%,2.5
801,Sumit Guha,History,3,5 ratings,75%,3.4
802,Elizabeth Erbeznik,French Italian,4.8,5 ratings,N/A,2.8
803,Brianna Figueroa,Theater,3.7,10 ratings,N/A,2.8
804,Collin Hansen,Economics,3,1 ratings,N/A,5
805,Regina Goodnow,Government,4.3,6 ratings,100%,2.5
806,Richard Bouchard,Engineering,0,0 ratings,N/A,0
807,Aubrey Plourde,English,4.7,3 ratings,100%,2.7
808,Gregory Palmer,Biology,4.8,17 ratings,100%,2.5
809,Erin Muller,Social Science,2.5,3 ratings,N/A,3.3
810,John Mote,Management & Info Systems,2.8,8 ratings,50%,2.8
811,Jenny Fischer,Languages,5,1 ratings,N/A,3
812,Travis Schedler,Mathematics,0,0 ratings,N/A,0
813,Greg Plaxton,Computer Science,2.3,7 ratings,45%,4
814,Kyle Wrather,Communication,4.7,3 ratings,100%,2.3
815,Connie Steel,Writing,3.8,6 ratings,88%,3.3
816,Daniel Smith,Writing,4.5,1 ratings,N/A,3
817,Moon-Jin Kang,Mathematics,2.3,14 ratings,34%,3.7
818,Bryan Davies,Science,5,2 ratings,100%,3
819,Aimee Hosemann,Anthropology,4.8,11 ratings,N/A,1.4
820,Neal Hall,Engineering,4.6,6 ratings,100%,3.5
821,Robert Dickerson,Computer Science,3.9,13 ratings,N/A,3.4
822,Jocelyn Wright,French Italian,5,5 ratings,100%,2.2
823,Jerod Patterson,Government,0,0 ratings,N/A,0
824,Leticia Hinojosa,Art History,0,0 ratings,N/A,0
825,Yuan He,Mathematics,2.3,32 ratings,31%,3.7
826,Susan Empson,Education,0,0 ratings,N/A,0
827,Oleksi Mostovyi,Mathematics,2,4 ratings,N/A,4
828,Luke Montzingo,Physical Education,0,0 ratings,N/A,0
829,Andrew Boss,Music,0,0 ratings,N/A,0
830,Ryessia Jones,Communication,2.5,1 ratings,N/A,4
831,Han Li,Mathematics,0,0 ratings,N/A,0
832,Barbara Davis,Communication,3,3 ratings,0%,2.7
833,Kyle Jerro,Linguistics,4.7,4 ratings,100%,2.3
834,Derek Wills,Astronomy,4,2 ratings,N/A,3.5
835,Vivian Flanzer,Spanish Portuguese,5,2 ratings,100%,2
836,Matthew Ingram,Communication,3.5,2 ratings,N/A,3.5
837,Mark Coddington,Journalism,5,1 ratings,N/A,3
838,Carlton Erickson,Pharmacy,4.5,2 ratings,100%,3.5
839,Kathleen Carty,Spanish Portuguese,3.9,3 ratings,50%,2.3
840,Jessica Price,Government,3.8,3 ratings,N/A,3.3
841,Nathan Clement,Computer Science,3.1,13 ratings,86%,3.2
842,Shannon Stokes,Chemistry,4.2,5 ratings,100%,1.6
843,Neal Evans,Education,2.5,2 ratings,N/A,4
844,Sakina Jangbar,Communication,3.3,2 ratings,0%,3
845,Vaibhav Bahadur,Engineering,3,2 ratings,80%,4.5
846,Sean Kerwin,Pharmacy,3.8,2 ratings,N/A,3
847,Hillel Ofek,Government,3.3,3 ratings,N/A,3
848,Lauren Terzenbach,Linguistics,1.9,9 ratings,N/A,4.2
849,Brenda Gallardo,English,5,2 ratings,N/A,4
850,Cheryl Kaufman,History,4,6 ratings,75%,2.8
851,Mark Pope,Science,3.8,14 ratings,88%,2.3
852,Michael Rennett,Film,4.2,5 ratings,80%,2.2
853,Josh Busby,Government,4,1 ratings,N/A,2
854,Steve Bartels,Languages,0,0 ratings,N/A,0
855,David Yeager,Psychology,3,4 ratings,100%,3.5
856,Lee Thompson,Computer Science,5,1 ratings,N/A,3
857,Scott Nelson,Writing,4.5,1 ratings,N/A,3
858,Pablo Duran Oliva,Spanish Portuguese,3.7,7 ratings,50%,3.3
859,Purnamrita Sarkar,Computer Science,3.4,3 ratings,100%,4.3
860,Caroline Thomas,Economics,3,8 ratings,17%,4.7
861,Jeffrey Meikle,American Studies,2,4 ratings,0%,4.2
862,Maegan Stephens,Business,2.8,2 ratings,100%,3.5
863,Viola Green,French Italian,4,4 ratings,67%,3
864,Katie van Winkle,Theater,4.3,6 ratings,100%,1.8
865,Xavier Ros-Oton,Mathematics,3.7,12 ratings,100%,2.5
866,David Simmons,Linguistics,5,1 ratings,N/A,2
867,Cydney Medford,Communication,0,0 ratings,N/A,0
868,Robert Young,Design,4.3,3 ratings,67%,4.3
869,Christopher Ernst,History,4.2,59 ratings,74%,3.4
870,Wen Wen,Management Info Systems,4.1,12 ratings,89%,2.7
871,Jeanne Freeland-Graves,Nutrition,2.4,31 ratings,23%,3.4
872,JoBeth Shafran,Government,3,2 ratings,N/A,4.5
873,Kyle Larson,Mathematics,5,1 ratings,N/A,3
874,Travis Hobbs,Philosophy,1.2,3 ratings,N/A,5
875,Mathew Leibold,Biology,0,0 ratings,N/A,0
876,Shelley Nicholson,Education,3.5,1 ratings,N/A,2
877,Mark Hand,Government,0,0 ratings,N/A,0
878,Don Carlo Goduto,Classics,3.1,6 ratings,N/A,3.8
879,Michele Deitch,Law,0,0 ratings,N/A,0
880,Veronica Covington,Information Science,0,0 ratings,N/A,0
881,Brittany Froese,Mathematics,3.7,4 ratings,0%,2.8
882,Amanda Zappler,Communication,3.8,2 ratings,N/A,2.5
883,Karen Silcox,Social Science,5,1 ratings,N/A,2
884,Tess Moon,Engineering,1,4 ratings,0%,4.3
885,Robert Young,Architecture,0,0 ratings,N/A,0
886,Charlee Garden,Management,4.7,3 ratings,N/A,3
887,Deborah Bolnick,Anthropology,5,1 ratings,N/A,1
888,Patrick Badalado,Business,1,1 ratings,0%,5
